Path,var,var_alias,Description,is_categogy,Values
Personas. Escolaridad.,P15YM_SE_F,P15YM_SE_F,Mujeres de 15 a 130 años de edad que no aprobaron ningún grado escolar o que sólo tienen nivel preescolar.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15YM_SE_M,P15YM_SE_M,Hombres de 15 a 130 años de edad que no aprobaron ningún grado escolar o que sólo tienen nivel preescolar.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15PRI_IN,P15PRI_IN,Personas de 15 a 130 años de edad que tienen como máxima escolaridad hasta el quinto grado aprobado en primaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15PRI_INF,P15PRI_INF,Mujeres de 15 a 130 años de edad que tienen como máxima escolaridad hasta el quinto grado aprobado en primaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15PRI_INM,P15PRI_INM,Hombres de 15 a 130 años de edad que tienen como máxima escolaridad hasta el quinto grado aprobado en primaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15PRI_CO,P15PRI_CO,Personas de 15 a 130 años de edad que tienen como máxima escolaridad 6 grados aprobados en primaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15PRI_COF,P15PRI_COF,Mujeres de 15 a 130 años de edad que tienen como máxima escolaridad 6 grados aprobados en primaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15PRI_COM,P15PRI_COM,Hombres de 15 a 130 años de edad que tienen como máxima escolaridad 6 grados aprobados en primaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15SEC_IN,P15SEC_IN,Personas de 15 a 130 años de edad que tienen como máxima escolaridad hasta segundo grado aprobado de secundaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15SEC_INF,P15SEC_INF,Mujeres de 15 a 130 años de edad que tienen como máxima escolaridad hasta segundo grado aprobado de secundaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15SEC_INM,P15SEC_INM,Hombres de 15 a 130 años de edad que tienen como máxima escolaridad hasta segundo grado aprobado de secundaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15SEC_CO,P15SEC_CO,Personas de 15 a 130 años de edad que tienen como máxima escolaridad 3 grados aprobados en secundaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15SEC_COF,P15SEC_COF,Mujeres de 15 a 130 años de edad que tienen como máxima escolaridad 3 grados aprobados en secundaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P15SEC_COM,P15SEC_COM,Hombres de 15 a 130 años de edad que tienen como máxima escolaridad 3 grados aprobados en secundaria.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P18YM_PB,P18YM_PB,Personas de 18 a 130 años de edad que tienen como máxima escolaridad algún grado aprobado,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P18YM_PB_F,P18YM_PB_F,Mujeres de 18 a 130 años de edad que tienen como máxima escolaridad algún grado aprobado,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,P18YM_PB_M,P18YM_PB_M,Hombres de 18 a 130 años de edad que tienen como máxima escolaridad algún grado aprobado,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,GRAPROES,GRAPROES,Resultado de dividir el monto de grados escolares aprobados por las personas de 15 a 130 años de edad entre las personas del mismo grupo de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,GRAPROES_F,GRAPROES_F,Resultado de dividir el monto de grados escolares aprobados por las mujeres de 15 a 130 años de edad entre las mujeres del mismo grupo de edad,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Escolaridad.,GRAPROES_M,GRAPROES_M,Resultado de dividir el monto de grados escolares aprobados por los hombres de 15 a 130 años de edad entre los hombres del mismo grupo de edad.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,PEA,PEA,"Personas de 12 a 130 años de edad que trabajaron, tenían trabajo pero no trabajaron o buscaron trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,PEA_F,PEA_F,"Mujeres de 12 a 130 años de edad que trabajaron, tenían trabajo pero no trabajaron o buscaron trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,PEA_M,PEA_M,"Hombres de 12 a 130 años de edad que trabajaron, tenían trabajo pero no trabajaron o buscaron trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,PE_INAC,PE_INAC,Personas de 12 a 130 años de edad pensionadas o jubiladas; estudiantes; dedicadas a los quehaceres del hogar; están incapacitadas permanentemente para trabajar; o no trabajan.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,PE_INAC_F,PE_INAC_F,Mujeres de 12 a 130 años de edad pensionadas o jubiladas; estudiantes; dedicadas a los quehaceres del hogar; están incapacitadas permanentemente para trabajar; o no trabajan.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,PE_INAC_M,PE_INAC_M,Hombres de 12 a 130 años de edad pensionados o jubilados; estudiantes; dedicados a los quehaceres del hogar; están incapacitados permanentemente para trabajar; o no trabajan.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,POCUPADA,POCUPADA,"Personas de 12 a 130 años de edad que trabajaron o que no trabajaron, pero sí tenían trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,POCUPADA_F,POCUPADA_F,"Mujeres de 12 a 130 años de edad que trabajaron o que no trabajaron, pero sí tenían trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,POCUPADA_M,POCUPADA_M,"Hombres de 12 a 130 años de edad que trabajaron o que no trabajaron, pero sí tenían trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,PDESOCUP,PDESOCUP,"Personas de 12 a 130 años de edad que no tenían trabajo, pero buscaron trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Laboral,PDESOCUP_F,PDESOCUP_F,"Mujeres de 12 a 130 años de edad que no tenían trabajo, pero buscaron trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PDESOCUP_M,PDESOCUP_M,"Hombres de 12 a 130 años de edad que no tenían trabajo, pero buscaron trabajo en la semana de referencia.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PSINDER,PSINDER,Total de personas que no están afiliadas a servicios médicos en ninguna institución pública o privada,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PDER_SS,PDER_SS,"Total de personas que están afiliadas a servicios médicos en alguna institución de salud pública o privada como: el Instituto Mexicano del Seguro Social (IMSS), el Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado (ISSSTE e ISSSTE estatal), Petróleos Mexicanos (PEMEX), la Secretaría de la Defensa Nacional (SEDENA), la Secretaría de Marina Armada de México (SEMAR), el Instituto de Salud para el Bienestar (INSABI) o en otra.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PDER_IMSS,PDER_IMSS,Total de personas que están afiliadas a servicios médicos en el Instituto Mexicano del Seguro Social (IMSS).,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PDER_ISTE,PDER_ISTE,Total de personas que están afiliadas a servicios médicos en el Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PDER_ISTEE,PDER_ISTEE,"Total de personas que están afiliadas a servicios médicos en los institutos de seguridad social de los estados (ISSSTE, ISSSEMyM, ISSSTEZAC, ISSSPEA o ISSSTESON).",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PAFIL_PDOM,PAFIL_PDOM,"Total de personas que están afiliadas a servicios médicos en Petróleos Mexicanos (PEMEX), la Secretaría de la Defensa Nacional (SEDENA) o la Secretaría de Marina Armada de México (SEMAR).",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PDER_SEGP,PDER_SEGP,"Total de personas que están afiliadas a servicios médicos en la Secretaría de Salud, mediante en el Instituto de Salud para el Bienestar.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PDER_IMSSB,PDER_IMSSB,Total de personas que están afiliadas a servicios médicos en el Instituto Mexicano del Seguro Social (IMSS) BIENESTAR,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PAFIL_IPRIV,PAFIL_IPRIV,Total de personas que están afiliadas a servicios médicos en instituciones de salud privadas.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Seguridad Social,PAFIL_OTRAI,PAFIL_OTRAI,Total de personas que están afiliadas a servicios médicos en cualquier otra institución de salud pública o privada. ,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Edo civil,P12YM_SOLT,P12YM_SOLT,Personas de 12 a 130 años de edad solteras.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Edo civil,P12YM_CASA,P12YM_CASA,Personas de 12 a 130 años de edad casadas sólo por el civil; casadas sólo religiosamente o; casadas por el civil y religiosamente o en unión libre.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Edo civil,P12YM_SEPA,P12YM_SEPA,"Personas de 12 a 130 años de edad que están separadas, divorciadas o viudas.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Religion.,PCATOLICA,PCATOLICA,Personas que tienen como creencia o preferencia espiritual la religión católica,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Religion.,PRO_CRIEVA,PRO_CRIEVA,"Incluye a las denominaciones religiosas del grupo protestante/cristiano evangélico: protestante, pentecostal, iglesia del Dios vivo, columna y apoyo de la verdad, la luz del mundo, cristiana, evangélica, iglesia de Jesucristo de los santos de los últimos días (mormón) entre otras.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Religion.,POTRAS_REL,POTRAS_REL,Personas con otras creencias o preferencias espirituales diferentes a las anteriores.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Personas. Religion.,PSIN_RELIG,PSIN_RELIG,Personas que declararon no tener religión o no estar adscritas en alguna.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,TOTHOG,TOTHOG,Hogares en viviendas particulares habitadas. Se considera un hogar en cada vivienda particular. Incluye casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio; local no construido para habitación; vivienda móvil; refugio y no especificado de vivienda particular.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,HOGJEF_F,HOGJEF_F,Hogares en viviendas particulares habitadas donde la persona de referencia es mujer. Se considera un hogar en cada vivienda particular. Incluye casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea; local no construido para habitación; vivienda móvil; refugio y no especificado de vivienda particular.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,HOGJEF_M,HOGJEF_M,Hogares en viviendas particulares habitadas donde la persona de referencia es hombre. Se considera un hogar en cada vivienda particular. Incluye casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea; local no construido para habitación; vivienda móvil; refugio y no especificado de vivienda particular.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,POBHOG,POBHOG,Personas en hogares censales. Se considera un hogar en cada vivienda particular. Incluye casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea; local no construido para habitación; vivienda móvil; refugio y no especificado de vivienda particular.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,PHOGJEF_F,PHOGJEF_F,Personas en hogares censales donde la persona de referencia es mujer. Se considera un hogar en cada vivienda particular. Incluye casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea; local no construido para habitación; vivienda móvil; refugio y no especificado de vivienda particular.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,PHOGJEF_M,PHOGJEF_M,Personas en hogares censales donde la persona de referencia es hombre. Se considera un hogar en cada vivienda particular. Incluye casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea; local no construido para habitación; vivienda móvil; refugio y no especificado de vivienda particular.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,VIVTOT,VIVTOT,"Viviendas particulares habitadas, deshabitadas, de uso temporal y colectivas. Incluye a las viviendas sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,TVIVHAB,TVIVHAB,Viviendas particulares y colectivas habitadas. Incluye a las viviendas sin información de ocupantes ,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,TVIVPAR,TVIVPAR,"Viviendas particulares habitadas, deshabitadas y de uso temporal. Excluye a las viviendas sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,VIVPAR_HAB,VIVPAR_HAB,"Viviendas particulares habitadas de cualquier clase: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio; local no construido para habitación, vivienda móvil; refugio y no especificado de vivienda particular. Excluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,VIVPARH_CV,VIVPARH_CV,"Viviendas particulares habitadas a las que se les captan sus características, incluye casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,TVIVPARHAB,TVIVPARHAB,"Viviendas particulares habitadas de cualquier clase: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio; local no construido para habitación, vivienda móvil; refugio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes. ",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,VIVPAR_DES,VIVPAR_DES,Viviendas particulares deshabitadas.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,VIVPAR_UT,VIVPAR_UT,Viviendas particulares de uso temporal.,False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,OCUPVIVPAR,OCUPVIVPAR,"Personas que residen en viviendas particulares habitadas de cualquier clase: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio; local no construido para habitación, vivienda móvil; refugio y no especificado de vivienda particular. Incluye una estimación de personas en viviendas particulares sin información de ocupantes y menores omitidos.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Ocupación,PROM_OCUP,PROM_OCUP,"Resultado de dividir el número de personas que residen en viviendas particulares habitadas, entre el número de esas viviendas.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,PRO_OCUP_C,PRO_OCUP_C,"Resultado de dividir el número de personas que residen en viviendas particulares habitadas entre el número de cuartos de esas viviendas. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_PISODT,VPH_PISODT,"Viviendas particulares habitadas con piso de cemento o firme, madera, mosaico u otro material. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_PISOTI,VPH_PISOTI,"Viviendas particulares habitadas con piso de tierra. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_1DOR,VPH_1DOR,"Viviendas particulares habitadas con un dormitorio. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_2YMASD,VPH_2YMASD,"Viviendas particulares habitadas que usan para dormir entre 2 y 25 cuartos. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_1CUART,VPH_1CUART,"Viviendas particulares habitadas que tienen sólo un cuarto. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_2CUART,VPH_2CUART,"Viviendas particulares habitadas que tienen dos cuartos. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_3YMASC,VPH_3YMASC,"Viviendas particulares habitadas que tienen entre 3 y 25 cuartos. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_C_ELEC,VPH_C_ELEC,"Viviendas particulares habitadas que tienen energía eléctrica. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_S_ELEC,VPH_S_ELEC,"Viviendas particulares habitadas que no tienen energía eléctrica. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_AGUADV,VPH_AGUADV,"Viviendas particulares habitadas que tienen disponibilidad de agua entubada dentro de la vivienda o sólo en el patio o terreno. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_AEASP,VPH_AEASP,"Viviendas particulares habitadas que tienen agua entubada y se abastecen del servicio público de agua. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_AGUAFV,VPH_AGUAFV,"Viviendas particulares habitadas que no tienen disponibilidad de agua entubada. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_TINACO,VPH_TINACO,"Viviendas particulares habitadas que tienen tinaco. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_CISTER,VPH_CISTER,"Viviendas particulares habitadas que tienen cisterna o aljibe. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_EXCSA,VPH_EXCSA,"Viviendas particulares habitadas que tienen taza de baño (excusado o sanitario). Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_LETR,VPH_LETR,"Viviendas particulares habitadas que tienen letrina (pozo u hoyo). Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_DRENAJ,VPH_DRENAJ,"Viviendas particulares habitadas que tienen drenaje conectado a la red pública; una fosa séptica o tanque séptico (biodigestor); una tubería que va a dar a una barranca o grieta, río, lago o mar. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_NODREN,VPH_NODREN,"Viviendas particulares habitadas que no tienen drenaje. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_C_SERV,VPH_C_SERV,"Viviendas particulares habitadas que tienen energía eléctrica, agua entubada dentro de la vivienda o sólo en el patio o terreno y drenaje conectado a la red pública; una fosa séptica o tanque séptico (biodigestor); una tubería que va a dar a una barranca o grieta, río, lago o mar. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_NDEAED,VPH_NDEAED,"Viviendas particulares habitadas que no tienen energía eléctrica, agua entubada ni drenaje. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_DSADMA,VPH_DSADMA,"Viviendas particulares habitadas que tienen drenaje conectado a la red pública; una fosa séptica o tanque séptico (biodigestor); una tubería que va a dar a una barranca o grieta, río, lago o mar; taza de baño (excusado o sanitario); letrina (pozo u hoyo) con admisión de agua. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
Viviendas. Infra y servicios,VPH_NDACMM,VPH_NDACMM,"Viviendas particulares habitadas que no tienen automóvil o camioneta ni motocicleta o motoneta. Comprende las viviendas particulares para las que se captaron las características de la vivienda, clasificadas como: casa única en el terreno; casa que comparte terreno con otra(s); casa dúplex; departamento en edificio; vivienda en vecindad o cuartería; vivienda en cuarto de azotea de un edificio y no especificado de vivienda particular. Incluye a las viviendas particulares sin información de ocupantes.",False,"{'is_category': 'false', 'min': 0, 'max': 999999999}"
